9384 886
3967 282 331
149 147 971
2558 142 545
651 494 478
6132 44 702
2431 706 671
9623 741 506
9887 930 330
630 677 455
6095 286 823
592 606 105
8923 107 604
1894 665 746
3791 669 240
1270 801 637
9324 584 343
8995 208 84
8853 95 366
8184 77 44
8991 524 682
5814 116 640
6271 39 747
875 285 765
2621 77 434
8214 699 587
1851 23 172
5546 370 732
631 224 827
6349 760 905
4393 751 781
76 917 898
68 188 289
1816 63 575
581 36 4
3367 250 703
9954 453 726
5478 352 96
3210 335 672
3038 684 784
8295 78 535
1428 506 804
326 574 992
6616 742 407
8543 675 444
9899 42 46
5602 997 500
7680 827 852
5128 38 187
6801 428 223
3585 723 301
4473 503 159
1629 830 86
8622 798 828
9029 693 504
1825 592 898
8872 546 895
4724 226 723
4928 354 113
6467 507 541
5690 445 616
6992 270 119
9503 899 301
589 521 99
4770 903 144
2626 728 736
7524 952 282
5772 676 860
2847 604 215
1960 71 74
2501 762 519
5469 106 789
9588 609 41
7890 551 562
3341 673 817
4486 299 898
1222 175 850
1857 947 527
7717 146 131
284 106 203
2711 959 317
2230 428 423
2372 369 384
8413 259 287
5327 600 960
8497 438 611
3395 13 787
5245 870 86
8772 939 233
5256 576 691
4811 287 651
3128 869 431
3551 241 800
8287 6 411
1575 686 364
887 183 802
2499 578 815
6638 823 37
9076 948 977
6309 204 553
9353 15 840
4356 495 709
6787 398 303
8940 685 661
8703 260 347
3067 500 530
2870 999 108
2037 637 284
6075 713 232
9052 375 788
3957 80 155
7149 436 650
7210 575 48
2865 867 85
2527 571 698
7874 638 198
7405 860 549
865 898 538
7149 973 603
7733 377 978
1521 686 58
6028 835 846
8030 397 422
7430 263 289
2516 790 212
1214 664 851
764 421 63
7313 287 961
3851 788 286
9454 522 15
6785 395 701
5195 776 888
9042 806 286
7816 237 549
457 753 339
5670 319 355
2873 435 129
4936 748 768
250 951 556
4888 405 430
4256 542 178
2309 738 954
6198 132 760
9484 300 997
1385 757 102
8076 779 773
3783 652 208
5912 941 956
1680 191 259
4589 431 17
6019 687 559
197 997 649
9503 195 133
9264 31 433
9613 768 543
6716 196 674
4489 979 679
50 244 620
4358 924 163
7618 865 594
5635 885 634
1546 434 631
4196 938 178
1681 554 561
5467 167 681
2362 235 877
8036 77 856
1715 127 100
8335 837 377
4498 455 242
1445 442 479
7079 989 266
62 537 556
240 218 110
6153 685 629
2834 47 217
4711 436 294
1919 151 773
372 839 610
1749 337 418
3343 134 860
1175 213 849
5441 275 738
1997 867 957
6459 20 994
2088 854 394
8305 917 830
5951 837 333
5076 209 172
39 310 862
8457 5 996
8669 180 562
5871 973 189
609 322 409
4566 781 429
5913 870 636
4307 527 905
489 831 742
9822 907 303
3347 946 965
9209 755 971
1557 425 503
7471 648 477
661 257 151
422 176 933
3851 89 155
2839 748 682
2097 589 865
7191 763 773
8495 110 71
6812 671 179
9135 229 956
6639 700 604
7468 713 861
3619 135 37
7904 339 478
6059 530 578
9094 627 167
2959 819 931
9084 666 393
1156 478 65
6687 614 294
1643 605 346
4599 73 412
9812 44 547
1850 949 238
5680 360 769
9259 454 748
9426 414 567
8709 498 233
4103 6 64
1168 693 678
7814 688 283
5160 287 708
6572 100 104
2472 302 405
6710 334 766
4831 593 220
2580 372 986
7147 81 485
9733 184 843
797 352 537
5827 518 577
1462 679 217
1522 603 669
9626 427 971
6384 490 305
5150 321 251
1370 253 623
4357 753 704
3194 838 241
9037 987 945
4926 814 464
2504 628 495
2721 150 450
1742 128 878
8713 512 720
8370 14 393
9973 385 647
6596 94 400
9653 288 238
3246 677 225
2191 604 391
655 460 19
6502 533 521
9953 275 1
6183 340 866
1903 62 232
8296 36 969
7943 984 63
695 989 703
6285 235 733
1862 427 337
3253 434 149
4624 937 682
7497 890 309
7851 73 649
2069 976 711
5301 624 99
5271 568 84
6334 615 425
4390 901 661
2123 763 88
812 369 522
2961 345 811
3995 843 701
9304 46 126
305 115 102
5368 416 79
820 687 647
6904 374 614
8681 116 515
342 239 631
6782 403 0
8657 716 345
2468 711 540
8170 367 586
4648 24 701
1103 392 470
2182 212 509
5829 468 883
5443 150 351
7311 844 942
6942 627 345
294 284 61
5639 752 124
9532 274 491
7118 923 515
3172 26 260
6642 208 824
9151 389 645
3387 184 795
3738 847 991
8681 789 618
5378 435 254
440 427 7
564 959 633
1408 429 556
6923 601 934
1535 243 494
3360 747 883
2005 134 420
6152 872 267
6143 905 409
5114 284 844
5368 76 271
5727 640 582
4361 48 12
2269 324 613
556 859 209
5050 571 956
4286 576 90
3706 80 314
3325 576 220
3734 690 856
7931 58 932
1554 138 924
4137 499 973
9149 120 649
9762 676 508
8971 727 80
2279 365 8
369 423 89
9684 748 665
5256 835 707
2464 766 117
5396 320 255
7320 457 754
9645 958 875
9294 73 551
4155 396 630
1235 676 995
1595 45 418
5036 81 519
4053 689 354
3760 153 472
5878 901 792
6133 222 602
5240 219 912
5467 514 985
7370 669 382
6001 256 410
8348 851 455
8119 240 889
8638 293 578
6344 54 84
2816 932 985
5960 417 559
9914 657 779
3827 476 645
164 847 666
7898 848 922
9308 548 125
1116 667 365
3005 657 659
2935 353 65
3371 169 349
3357 482 766
9268 748 776
4399 927 252
8044 92 99
710 342 299
9984 651 200
7462 119 219
8179 476 877
6190 411 230
5255 783 752
7604 492 586
5723 760 334
8499 160 262
4103 556 706
7203 619 48
2854 955 51
3054 769 170
2274 949 646
5503 491 410
2733 747 545
5837 703 37
775 426 149
1110 277 661
9724 381 570
430 936 189
7478 790 144
6530 845 914
5052 471 215
9699 974 706
2461 59 805
4006 897 509
395 672 287
896 134 917
3558 858 298
9128 288 586
4669 119 376
165 1 573
9431 53 44
646 104 370
2705 565 430
4510 571 679
6371 318 703
7659 215 838
9576 773 696
6226 253 337
4812 274 456
4540 439 809
8466 871 862
8862 869 319
1233 574 884
4663 85 808
7694 456 126
8397 467 341
4235 395 466
1284 621 71
3621 785 345
1429 678 137
1238 144 8
4452 358 877
771 591 452
2656 606 889
6816 300 345
942 698 813
8636 285 560
3454 569 182
878 542 319
9223 971 997
1360 209 493
6720 662 204
9598 785 147
5402 441 754
2291 257 406
2988 552 456
5153 540 94
4714 994 663
7896 872 206
8567 448 529
4917 160 739
5410 233 753
1614 831 538
4762 585 332
5868 876 941
2626 864 845
3435 18 385
2529 732 732
7544 980 956
2102 899 404
7632 816 917
1723 227 150
8828 193 333
9718 307 270
3402 527 146
344 506 362
4189 941 732
9927 822 816
4659 718 148
5615 821 48
8372 805 864
641 880 443
9143 60 989
9828 778 296
8098 181 176
2596 877 682
9958 418 623
8043 345 797
5211 356 867
9360 324 40
1760 48 845
4624 689 77
2420 832 137
409 12 916
6057 110 449
5233 706 678
6915 664 96
890 59 794
6039 271 502
9907 983 826
947 743 874
3145 367 915
8222 139 99
1360 900 111
8628 958 221
3429 543 927
6107 459 944
3555 701 355
5701 741 626
3556 0 609
6382 947 352
1609 92 72
9876 667 563
3976 379 464
6439 7 422
9013 788 965
4292 247 776
2236 154 830
9944 856 923
3570 412 923
1532 146 870
9236 107 315
7660 984 982
9224 312 713
688 103 720
4462 116 860
5779 409 459
7908 997 613
1738 941 821
9661 864 585
1584 396 84
4806 984 191
2473 645 527
2807 221 839
3520 909 295
9592 723 411
804 502 820
3263 410 170
6877 500 111
3698 161 975
3636 97 723
6720 256 60
911 729 705
8791 889 926
7982 409 187
1277 354 262
7689 158 764
7861 422 527
4031 651 27
6143 349 541
470 337 638
8546 57 894
9606 321 976
7663 112 865
1941 94 626
9480 372 332
4742 413 491
9858 274 265
2737 306 916
8765 801 617
6658 271 955
1648 169 12
8543 775 333
8871 790 797
9088 83 892
2714 563 616
8399 657 29
7890 516 303
7155 253 609
3071 370 410
5688 380 34
4995 29 203
5008 572 331
5693 795 473
5843 883 557
735 949 472
703 348 130
732 590 998
1387 745 603
3997 168 326
3759 209 706
1145 204 735
8349 564 659
4032 610 454
9505 453 689
9414 540 991
6887 243 691
9369 327 282
6719 714 379
5322 711 548
6648 823 109
3707 968 313
5442 669 230
9454 701 840
8260 559 645
950 325 185
9293 212 780
8984 933 107
4266 652 821
4998 327 885
7898 327 60
5007 34 28
7672 829 50
902 283 103
3094 543 662
3739 845 988
9924 138 552
8704 123 838
7163 741 842
3985 739 521
2222 637 849
9282 644 235
2662 669 416
712 571 699
3816 666 595
7830 757 792
2170 682 931
75 738 406
7265 254 499
4107 239 239
4981 461 228
182 95 225
3417 757 894
2834 822 817
7885 990 835
6832 172 593
6977 343 627
4908 770 717
8666 35 971
6165 494 562
8756 475 375
4337 657 470
1562 427 580
808 613 402
6625 850 392
4813 35 564
2758 12 259
385 272 29
5454 290 416
2426 807 263
7988 564 90
716 253 100
7186 167 527
2766 975 492
4520 952 694
6264 117 729
5829 875 93
4440 612 365
5822 67 7
7238 493 815
1853 833 731
1944 549 984
4044 88 151
7923 206 126
2767 727 430
6461 991 548
8543 172 423
9636 613 36
7354 435 455
361 25 300
1176 879 133
4907 175 35
2243 219 475
8394 494 681
6872 261 760
655 722 752
8203 617 276
4978 254 241
1366 960 676
2821 321 54
8121 850 285
1607 757 460
7642 1 31
2469 747 525
6150 620 138
5911 627 212
8015 830 830
8291 160 436
7533 527 396
1561 348 717
3967 470 567
6604 77 677
5064 71 30
2447 540 777
3972 42 749
1462 953 376
8675 320 558
505 964 719
2941 849 246
9689 762 594
8406 82 416
9326 686 493
1003 751 916
2033 198 456
7162 523 499
6912 337 804
4640 12 477
2199 869 793
918 162 642
2164 851 756
5110 610 838
1527 936 525
9372 939 628
6289 324 826
1097 486 701
9948 750 391
5105 391 403
4582 590 625
9375 860 787
3369 24 639
8125 486 249
316 13 537
3841 738 828
6469 27 152
647 476 990
6701 425 741
6092 530 484
7495 464 426
4120 191 286
5260 560 662
4251 37 148
5852 353 514
9389 194 252
2217 15 631
2721 663 107
8063 716 884
8804 808 414
8640 655 878
7066 128 69
1352 388 981
14 991 19
4515 843 724
29 232 271
8633 801 286
264 874 301
8723 937 17
7608 94 177
8374 734 833
9253 153 961
8674 505 701
8 872 692
1379 387 535
3103 416 119
5374 401 272
1013 17 146
666 740 435
1036 700 529
8213 75 616
6046 680 769
1359 706 274
3060 714 498
1752 93 885
9639 549 653
9758 275 54
3382 640 71
528 307 164
1964 343 864
2845 908 291
5461 307 323
9582 666 30
209 79 96
3707 183 542
4593 823 91
5598 933 366
2653 668 7
8724 196 666
5240 512 361
7105 710 269
1748 523 928
2072 106 595
9454 667 26
3902 374 209
444 319 384
8535 918 670
6254 923 338
4613 647 886
4279 240 751
8992 697 461
4261 445 336
5190 869 442
3137 323 461
7515 226 836
3724 22 507
461 910 425
7483 164 348
1821 129 348
3059 408 588
6810 400 285
8623 13 82
3960 555 952
8754 44 627
3216 559 205
7404 636 228
5911 449 138
689 932 654
4389 753 783
5737 812 543
2677 975 295
2314 598 308
2749 910 216
9701 665 612
5328 233 172
3534 637 160
1114 900 609
252 589 541
9906 979 646
4689 68 810
5232 98 785
527 412 736
1187 161 646
8755 214 663
6368 895 248
7892 781 885
7052 895 138
7013 147 727
2554 405 706
8200 94 127
3362 678 225
2148 557 989
5884 96 503
4882 852 717
7898 572 612
8146 464 745
9384 868 640
7522 881 787
9601 787 544
3660 339 638
1787 701 668
3012 201 577
2353 85 674
9856 320 878
7926 570 450
1890 716 266
1636 452 486
8276 974 367
8416 576 506
1960 236 845
9951 375 898
7619 739 100
8197 92 537
9223 301 857
3101 227 427
8903 117 496
8169 753 948
655 382 275
3374 798 851
8880 110 439
8077 61 814
7975 33 553
7075 582 997
7613 157 298
822 258 525
4602 513 995
7098 34 100
398 41 482
5673 767 632
2524 647 743
7315 76 156
9129 403 541
34 831 123
6032 444 280
3330 618 890
6208 220 403
203 670 789
3303 69 830
138 742 597
2770 619 596
5865 934 24
3022 416 428
4563 450 259
5039 834 55
3671 517 25
3562 725 246
6317 280 268
6459 583 689
8289 73 432
4239 844 403
6835 709 337
6860 83 105
8640 999 556
2899 390 742
6306 61 259
3331 975 336
4929 645 968
8198 104 552
9887 393 977
5671 632 821
8074 820 883
764 32 318
2869 672 317
777 923 707
520 229 121
8131 560 96
9820 490 741
5788 40 845
5692 279 591
9670 303 575
6843 729 395
6726 493 779
5045 363 451
2714 492 374
4774 364 603
4895 496 516
2991 668 358
8085 456 750
282 501 381
7873 171 684
7801 14 414
548 93 259
9328 138 974
2779 204 467
6506 978 831
461 873 679
7977 217 347
6687 302 156
8437 584 657
2171 810 180
855 611 194
1621 159 639
8881 487 129
8207 619 334
7674 477 312
6858 938 538
7537 268 755
2237 955 409
6745 745 993
402 268 155
5582 123 766
9128 97 278
7768 330 117
2897 537 736
3583 564 213
1896 422 504
1786 311 772
3541 900 79
7950 645 176
5295 399 444
9803 981 920
2921 462 17
5199 582 699
2317 831 236
3405 415 152
8619 663 926
7475 449 238
5247 342 490
1326 644 136
6855 291 535
1299 94 869
4571 16 683
1940 215 265
8639 884 96
9228 290 863
1380 261 526
8307 736 327
3897 335 669
6739 13 313
875 868 605
5763 520 51
6984 91 67
3667 32 635
6284 671 519
7732 899 161
1596 632 422
2474 939 510
5802 188 845
7823 927 859
6489 155 727
7094 270 247
2145 254 691
4565 273 723
3200 909 746
3071 641 646
1233 589 630
2655 64 569
7518 218 109
8363 41 36
9222 882 543
3302 976 813
1901 474 419
9592 391 692
4667 591 601
9414 662 595
9412 247 184
6042 255 600
3963 773 818
7072 136 212
8460 711 94
9004 365 423
817 618 249
7237 211 640
8281 230 583
3883 644 597
4478 56 845
8014 98 100
615 61 225
785 485 713
6349 946 424
3796 950 141
219 767 760
6820 356 323
5460 638 553
2043 873 198
9640 703 606
5837 717 57
6937 684 470
3162 470 956
2876 171 902
1652 967 204
2794 538 971
906 358 680
9229 170 318
5134 565 543
5332 206 246
8291 395 315
7348 333 0
2818 847 822
1774 75 993
9028 728 961
7232 874 499
3556 132 210
5236 361 380
6906 495 298
2449 180 856
9047 823 251
8362 171 584
7362 341 784
3184 468 859
2178 496 939
4491 729 165
342 637 297
2904 873 10
7637 131 858
2935 932 390
4791 979 213
9042 341 384
8979 704 77
7763 240 545
974 770 42
266 261 123
8431 956 760
2729 860 985
5091 497 116
7949 432 48
9339 223 27
7552 618 720
6288 597 424
8366 712 17
1911 686 787
2305 952 401
428 736 357
2540 465 217
7525 556 67
4993 858 499
7393 197 75
7420 102 693
2493 390 290
7269 108 2
1286 20 40
3074 325 345
9827 106 81
9184 646 898
6753 172 806
3820 517 664
3320 911 214
6395 683 316
2088 176 58
5730 446 167
5084 732 539
1124 158 216
6821 985 322
4254 521 321
2504 275 493
311 95 10
8327 767 273
9541 514 957
4209 954 133
2268 36 579
4787 120 664
7326 597 822
4894 770 808
1569 25 681
9890 529 956
7383 192 404
1745 520 523
4019 61 390
4328 623 696
2461 891 733
8393 30 853
7057 356 802
7879 602 573
7039 171 950
3721 61 479
1029 796 672
6433 542 544
2309 913 605
8699 241 580
395 54 471
9480 447 501
8334 504 209
3488 736 812
9061 775 983
2011 848 397
4843 878 193
7867 663 87
9411 972 352
5368 23 945
9949 771 0
1772 251 447
9274 937 952
8835 778 688
8999 839 815
1335 203 664
5732 398 894
5925 265 909
6365 676 234
4717 396 257
1663 345 380
9663 118 984
3462 744 921
3766 931 699
4806 931 891
3622 266 446
6638 350 844
4884 627 461
4793 992 489
5027 62 885
637 725 231
2017 740 701
5001 202 445
4275 969 376
3326 775 659
7569 749 277
9015 739 627
5211 623 607
7672 417 951
2161 796 13
4047 433 90
9630 803 830
4331 804 385
3776 431 706
9504 758 833
4164 327 583
1793 695 674
5421 906 298
6380 931 67
8331 92 863
8697 491 297
2787 121 100
2970 452 256
2707 580 40
9413 437 150
4246 601 829
7181 394 524
4856 167 783
8506 899 714
6573 231 806
436 928 298
7085 67 771
8537 389 224
9794 96 156
7834 509 593
2336 108 546
8165 641 293
690 849 812
1473 355 712
8187 280 943
9345 69 223
8995 154 642
6767 692 32
3343 838 128
2499 24 990
6445 360 450
2991 525 91
6636 567 293
6449 40 0
5161 579 281
7456 277 350
2031 272 856
1673 39 548
2057 382 386
3186 234 410
3528 679 122
978 22 648
9069 659 215
1714 460 608
4715 621 187
996 77 816
3698 460 89
3554 133 480
5455 543 215
2841 729 449
2604 257 480
726 587 854
1726 656 865
9942 371 325
9550 438 946
5089 434 375
5906 484 187
7347 38 673
9827 845 216
3042 39 297
5843 995 554
4675 721 493
2530 800 501
2395 742 872
7073 644 662
5371 85 96
1099 343 932
6286 690 323
8959 870 168
1175 912 207
2472 108 202
6378 783 276
3871 313 76
373 61 170
7597 134 166
260 857 603
5708 956 299
3993 243 341
2316 554 211
8836 730 476
44 554 584
7598 285 367
2226 156 33
5654 881 446
4176 831 932
3694 443 789
9298 151 746
9597 496 341
1938 812 895
2502 649 977
7978 45 532
6914 995 817
1281 574 325
2666 228 207
7112 757 390
8044 451 833
834 749 336
2932 698 833
4273 637 997
168 491 646
8146 469 43
7030 383 391
6847 16 965
4172 35 193
5731 147 950
9121 192 754
7306 378 503
9643 310 202
6476 583 191
6473 751 34
8472 249 503
8867 279 238
5258 478 606
6223 3 641
3769 734 141
2071 208 333
4825 514 711
1329 509 21
3883 985 956
4426 811 59
5460 283 309
1315 150 940
8905 761 419
9511 984 422
8505 753 508
6646 825 716
8331 650 583
4394 331 92
1415 566 430
2723 992 241
5782 452 876
5091 119 378
4032 24 139
9451 888 476
8225 393 229
9733 391 406
9450 722 409
7385 116 740
6829 883 659
4259 606 651
8852 740 456
9080 832 575
3811 216 952
1950 19 840
2426 244 585
9008 977 976
3766 779 50
5175 516 518
7268 346 401
3927 957 359
9578 810 99
2386 242 283
962 53 851
3266 356 222
6106 782 466
691 142 796
19 909 927
6069 84 444
9587 352 142
8340 631 99
5051 210 261
5502 596 504
4786 910 557
5989 176 913
2212 634 48
8030 677 190
3178 696 451
3458 765 888
9902 704 240
2044 396 872
495 447 434
7757 950 382
9261 88 645
5170 429 173
7436 641 160
8484 24 837
26 554 534
9478 12 651
8366 266 356
3958 662 104
182 158 552
2968 267 854
4703 528 942
6348 50 371
3873 486 365
7033 970 741
2871 349 295
7757 827 660
1408 545 926
6116 855 589
221 390 99
5125 358 366
9979 61 246
5921 761 296
1644 987 783
3009 20 105
7102 243 454
750 0 633
7410 409 178
3336 525 386
3277 98 776
1376 223 134
8094 202 548
6340 475 309
7637 120 296
9420 481 669
2877 584 912
5332 334 913
8965 96 674
8496 432 551
7882 62 650
3658 790 225
5144 885 428
692 225 255
9354 862 375
5002 634 209
1023 512 145
3936 196 831
4201 513 927
3227 9 711
778 243 773
9780 901 564
9006 398 449
4786 90 26
3041 796 889
1769 151 875
3978 174 739
3123 462 935
9954 15 801
8233 242 810
4944 21 54
9718 801 307
6634 807 705
7435 945 148
8461 987 296
3702 756 447
2578 86 622
669 209 436
6957 515 452
6758 748 694
8568 44 715
2974 114 869
7282 748 28
9339 183 974
3487 997 313
1784 699 421
5583 629 507
9557 299 716
3994 608 583
9446 366 683
5492 286 727
6560 261 842
2429 895 590
4809 234 126
5783 74 123
7448 210 174
8869 793 804
376 351 103
1444 697 63
2027 495 429
3062 987 715
6790 547 328
5632 328 575
2574 138 162
5052 273 236
1527 722 446
5702 591 591
6506 320 942
961 764 991
6024 144 486
4805 206 474
5872 996 373
2201 980 54
128 907 544
6290 959 169
526 487 891
7324 541 835
2268 47 507
2210 360 271
6554 736 767
2040 541 974
6866 413 322
7592 966 303
6646 95 210
1542 385 521
1711 264 360
955 940 901
8142 208 948
3649 771 660
5272 325 396
5040 717 937
2366 584 703
7688 176 669
9343 174 116
9905 716 854
4427 427 470
787 382 762
1041 524 971
8989 525 94
1002 798 771
398 190 488
4688 556 424
9743 596 600
7764 940 126
8881 845 842
2087 624 270
1557 764 4
7319 805 881
1642 146 406
3088 148 204
1859 899 746
2700 939 302
2476 682 899
6077 798 191
5555 31 36
3398 118 13
4020 675 777
2024 995 582
1905 989 80
3664 78 229
6220 937 480
967 989 419
269 466 453
4520 895 603
6711 450 635
3100 200 753
8113 220 429
8890 597 776
2824 502 117
8904 518 195
4485 739 485
6317 706 474
9088 975 292
8893 848 187
3497 559 990
8132 659 190
1237 772 763
1666 14 360
5794 190 214
8912 447 733
459 932 472
5944 602 178
771 690 505
1063 584 705
5603 81 265
3593 565 276
1135 802 49
5898 821 415
2610 967 606
3177 879 405
4910 339 689
6734 635 291
3264 406 982
1121 470 566
4827 73 999
1092 18 564
9368 505 366
7769 756 539
1537 366 507
3495 543 386
8900 805 77
8589 539 713
8881 803 471
8863 925 941
3781 752 366
780 196 384
4344 916 890
2062 686 646
1954 223 364
3461 718 908
8199 970 713
277 559 605
8342 440 408
6813 655 685
3107 436 789
6473 568 985
3210 912 902
8100 327 940
6098 281 515
3462 742 585
9722 293 555
9788 922 114
393 616 907
1153 430 562
6839 889 351
4980 362 919
318 572 184
8572 24 863
7512 474 144
5027 289 238
964 11 883
1519 799 806
7985 544 422
2892 698 204
7807 889 93
158 221 808
3429 539 732
5613 111 109
1476 975 583
2972 354 872
3562 318 236
1446 837 387
3252 823 932
26 67 982
2231 874 223
9324 384 444
484 814 984
6217 427 447
7326 256 423
9909 228 777
134 143 96
1370 941 285
6109 545 108
8393 571 528
9375 802 402
4950 479 787
7395 963 601
9731 532 380
4178 858 988
4601 768 217
8731 254 712
4827 976 653
7112 85 198
3573 479 121
7101 206 276
1855 157 755
7994 904 70
8947 635 603
328 813 461
6316 767 581
9885 498 187
949 677 163
4602 141 601
3152 66 432
6626 167 638
902 375 147
8009 369 51
8431 317 38
2034 645 204
8848 313 971
8781 551 821
1969 500 850
2484 455 991
85 959 58
9517 585 577
6508 839 952
6007 848 322
9059 280 991
4449 666 636
3653 866 301
3976 648 204
7797 969 705
2647 805 512
1991 243 471
3049 760 409
1978 620 248
7931 628 449
1605 39 729
5596 488 747
6584 142 614
7237 118 614
7442 268 935
8147 267 740
6659 258 983
2482 659 96
2243 638 716
492 921 696
7941 526 735
3022 474 224
7769 58 718
3735 295 836
3349 737 456
1284 236 724
6377 247 982
2360 82 994
7808 325 632
6525 169 905
3573 462 431
5309 484 257
8885 606 315
1603 693 962
7439 43 52
3248 679 640
8972 56 888
9306 769 322
7300 577 647
1284 454 817
9189 28 279
8972 689 116
6229 574 74
3896 177 767
2859 968 162
3263 216 194
6903 188 602
3143 847 371
4465 499 301
3113 784 107
2282 325 135
9913 298 176
5381 879 750
6455 776 279
9575 987 248
8089 250 816
3283 505 357
7886 649 204
609 114 703
9262 579 839
370 861 165
3857 775 815
5034 156 694
9136 964 822
1416 891 809
5664 980 411
7832 616 269
4189 854 918
393 815 32
6449 78 612
7288 448 825
4805 657 952
1620 691 109
6667 828 425
7489 596 316
9651 612 648
6414 444 264
4683 634 118
3953 379 934
5986 828 12
2950 117 812
7127 922 469
2080 895 513
9541 562 693
5966 403 289
3634 406 253
4282 173 697
7547 856 683
4017 810 63
7951 148 891
1315 450 360
4479 929 635
1301 9 530
3166 550 444
2859 868 199
4500 502 606
3753 137 779
4802 684 987
5486 53 149
8901 357 649
5144 24 451
1505 504 381
5492 157 390
6022 323 293
8818 182 513
5017 34 16
623 139 505
4754 941 541
2094 779 594
6595 32 951
4245 177 976
7048 34 832
9429 526 989
6172 900 312
6817 718 846
7330 735 880
7698 359 19
2203 465 312
4744 559 444
9339 507 476
6642 752 5
7970 152 39
7802 582 917
3791 106 817
5455 923 535
9301 253 271
6181 952 982
2552 507 447
3217 252 359
3661 943 866
5489 937 970
3847 908 122
238 710 56
156 854 162
5973 309 437
2861 611 43
3132 144 347
6466 697 854
1265 914 458
9624 927 401
842 768 339
9164 615 247
1639 206 309
4047 362 163
2562 687 473
3999 548 84
2042 32 580
4389 498 277
9596 764 543
6054 740 822
5808 935 591
5499 451 558
3098 90 764
6407 490 478
5571 52 518
2396 403 66
9832 798 451
412 539 949
6690 135 65
4585 542 806
7760 350 93
1703 849 544
261 947 987
6378 706 477
208 277 881
7726 25 636
8145 857 434
4596 270 974
9897 312 461
8963 249 3
7769 9 353
6214 712 554
758 326 853
2097 704 560
1574 264 189
807 991 215
7444 488 72
9878 84 694
5204 981 6
6666 944 256
3021 65 617
3727 279 330
4281 390 656
4135 487 712
9695 414 976
2884 221 319
2451 17 807
5524 248 891
5218 452 225
4577 470 521
8185 844 587
3802 571 218
9484 204 608
9140 339 448
1852 386 862
4181 623 435
3852 74 453
2660 950 701
7903 169 505
9480 98 328
2 635 172
3589 437 743
9159 922 947
1120 414 639
1568 619 377
4782 152 0
1569 4 427
9374 664 377
4427 920 898
1933 400 996
1261 402 983
1785 343 421
880 855 695
9179 975 461
818 895 80
4548 677 584
6900 598 589
327 973 605
6705 400 525
7603 685 278
3952 298 680
3935 83 376
7708 963 231
4755 143 206
569 313 453
7001 213 482
4586 114 80
7175 441 53
3780 498 806
2306 454 491
8584 406 790
2616 693 873
7992 754 189
6575 861 684
3133 430 349
5586 432 563
5068 18 677
3149 545 470
5554 325 969
360 983 423
5852 919 181
9642 888 226
9867 232 980
1056 808 194
8740 941 976
90 880 408
6005 948 778
682 449 675
7152 4 1
8473 716 336
5896 568 256
6077 562 496
5656 782 728
5988 838 536
8182 931 830
9159 373 710
5919 730 10
3050 412 812
7725 916 168
78 742 884
2415 638 805
6023 68 719
3519 724 501
9247 712 692
6136 247 975
7318 758 700
8380 677 430
4390 79 194
1202 805 462
722 883 204
607 650 843
9412 673 263
9483 544 339
7985 792 51
8677 280 650
3004 598 408
4704 978 86
6134 720 517
4328 275 322
2790 997 558
9995 604 560
8190 368 234
9805 852 778
4144 189 922
3547 866 554
6198 870 152
7606 574 130
44 60 203
6562 388 478
1236 530 475
4146 877 432
7707 419 800
4293 224 4
7423 720 193
6346 268 411
6252 818 281
5405 424 207
4887 821 619
9090 735 359
5568 323 242
1396 470 119
828 529 891
5980 822 467
9985 245 188
7178 943 808
2590 196 626
9223 601 402
1783 840 223
2754 931 310
114 851 634
9356 247 456
6827 75 985
718 56 807
7186 393 404
6726 571 348
2886 513 544
5512 89 497
1266 224 689
3842 978 620
6152 92 472
2138 448 71
9594 628 147
2579 346 555
1738 884 948
8143 962 871
4491 848 737
3387 712 826
236 979 50
9925 821 28
7898 973 473
9722 112 273
6793 58 901
9940 638 600
7847 376 484
4147 519 799
6019 362 647
5108 749 712
7934 337 691
5336 263 512
3716 513 837
3189 235 301
5815 28 360
5716 321 998
6316 168 726
1153 668 598
6952 687 960
2951 147 62
4663 81 399
9706 769 14
9218 837 527
8408 27 762
6709 194 143
69 262 464
7419 931 984
4146 84 652
1096 388 691
56 691 838
7118 707 271
8870 413 40
8884 984 878
7764 392 257
8878 101 451
9021 523 65
4485 942 996
9470 440 80
8122 536 820
9166 945 512
5004 63 571
6276 285 984
4668 170 968
3898 286 712
7155 164 814
2958 186 689
7024 671 983
2020 493 424
5453 968 312
625 134 257
489 138 673
6060 766 958
3397 435 480
5365 333 766
3078 841 283
3244 151 469
5933 527 140
1268 548 986
692 353 954
4357 978 88
5966 820 578
8991 880 345
2302 277 132
1134 995 817
3253 425 10
7536 21 162
3005 306 689
497 574 589
9483 619 294
4437 976 625
877 294 445
7456 286 325
3153 588 955
2637 722 950
9806 327 375
1817 863 396
4331 868 54
4372 366 628
314 201 247
7608 991 223
3233 868 518
7678 676 156
3356 181 96
7311 170 170
7613 977 498
7340 146 361
6088 829 230
6142 201 948
8770 515 149
1018 124 492
3593 709 361
2463 740 389
6619 96 571
4715 759 741
7886 724 70
9384 64 568
3097 152 397
9327 294 951
7627 416 466
1129 434 942
621 380 652
3334 843 744
6724 815 840
295 530 951
9388 768 675
3811 504 91
1731 602 243
1129 281 889
9080 909 657
5898 38 444
2841 11 824
5845 346 667
2589 70 482
2781 717 365
84 457 133
2111 268 638
6202 0 592
8445 481 873
7686 913 782
